Country;month;year;status;net_gen_nuclear;net_gen_nuclear_rep;prod_fossil_fuels;prod_fossil_fuels_rep;-> of which lignite;lignite_rep;-> of which hard coal;hard_coal_rep;-> of which gas;gas_rep;-> of which oil;fuel_oil_rep;-> of which mixed fuels;mixed_fuel_rep;-> of_which_other_fossil_fuels;other_fossil_fuels_rep;net_gen_renewable;net_gen_renewable_rep;-> of which wind;wind_rep;-> of which solar;solar_rep;-> of which biomass;biomass_rep;-> of_which_other_renewable;other_renewable_rep;net_gen_hydro;net_gen_hydro_rep;-> of_which_renew;renew_rep;-> of_which_other_hydro;other_hydro_rep;net_gen_not_clearly;net_gen_not_clearly_rep;losses_trans;losses_trans_repr;Sum;pump;exg_saldo;consumption
EE;12;2014;P;0;100;869;100;0;100;0;100;0;100;0;100;0;100;869;100;148;100;83;100;0;100;65;100;0;100;2;100;2;100;0;100;0;100;35;100;1019;0;-235;784
FR;12;2014;P;41634;100;4327;100;0;100;1232;100;2785;100;310;100;0;100;0;100;3032;100;2119;100;190;100;723;100;0;100;5747;100;5308;100;439;100;0;100;876;100;54740;626;-4735;49379
BE;12;2014;P;2233;100;2151;100;0;100;362;100;1786;100;3;100;0;100;0;100;1279;100;628;100;36;100;615;100;0;100;131;100;36;100;95;100;0;100;0;100;5794;131;2097;7760
LT;12;2014;P;0;100;165;100;0;100;0;100;51;100;0;100;91;100;23;100;121;100;82;100;1;100;38;100;0;100;112;100;30;100;82;100;0;100;25;100;398;115;731;1014
PL;12;2014;P;0;100;11458;100;4188;100;5959;100;426;100;0;100;0;100;885;100;1688;100;1045;100;0;100;607;100;36;100;206;100;145;100;61;100;0;100;137;100;13352;88;28;13292
BG;12;2014;D;1385;100;1858;100;1496;100;215;100;147;100;0;100;0;100;0;100;228;100;172;100;42;100;14;100;0;100;434;100;409;100;25;100;0;100;0;100;3905;74;-1223;2608
CY;12;2014;P;0;100;316;100;0;100;0;100;0;100;316;100;0;100;0;100;15;100;15;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;331;0;0;331
PT;12;2014;P;0;100;1696;100;0;100;1119;100;547;100;10;100;0;100;20;100;1314;100;1038;100;40;100;236;100;0;100;1431;100;1331;100;100;100;0;100;66;100;4441;125;104;4420
SK;12;2014;P;1342;100;465;100;156;100;108;100;178;100;23;100;0;100;0;100;151;100;1;100;15;100;97;100;38;100;331;100;302;100;29;100;8;100;26;100;2297;39;75;2333
BA;12;2014;P;0;100;720;100;720;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;700;100;700;100;0;100;0;100;36;100;1420;0;-314;1106
BA;1;2015;P;0;100;744;100;744;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;727;100;727;100;0;100;0;100;29;100;1471;0;-353;1118
LU;10;2014;D;0;100;202;100;0;100;0;100;202;100;0;100;0;100;0;100;13;100;6;100;3;100;4;100;0;100;110;100;5;100;105;100;5;100;2;100;330;142;364;552
LV;1;2015;P;0;100;164;100;0;100;0;100;101;100;0;100;63;100;0;100;85;100;18;100;0;100;36;100;31;100;197;100;197;100;0;100;0;100;24;100;446;0;246;692
ES;1;2015;P;5243;100;10439;100;470;100;4632;100;4254;100;1083;100;0;100;0;100;6055;100;4955;100;695;100;402;100;3;100;2790;100;2454;100;336;100;95;100;306;100;24622;480;-259;23883
AT;12;2014;P;0;100;1495;100;0;100;364;100;870;100;65;100;0;100;196;100;594;100;361;100;;100;;100;233;100;2732;100;2353;100;379;100;671;100;50;100;5492;541;1281;6232
DE;12;2014;P;8659;100;29369;100;11585;100;9327;100;6887;100;634;100;936;100;0;100;12832;100;8960;100;419;100;3351;100;102;100;1964;100;1228;100;736;100;0;100;685;100;52824;793;-5369;46662
GR;12;2014;P;0;100;2532;100;1930;100;0;100;602;100;0;100;0;100;0;100;470;100;277;100;175;100;18;100;0;100;449;100;76;100;373;100;0;100;130;100;3451;32;1046;4465
NO;12;2014;P;0;100;306;100;0;100;0;100;306;100;0;100;0;100;0;100;260;100;260;100;0;100;0;100;0;100;13839;100;13839;100;0;100;0;100;1160;100;14405;59;-1011;13335
ME;12;2014;P;0;100;113;100;113;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;245;100;0;100;245;100;0;100;11;100;358;0;-40;318
CZ;2;2015;P;2613;100;3893;100;2986;100;454;100;439;100;4;100;0;100;10;100;479;100;40;100;111;100;138;100;190;100;301;100;194;100;107;100;0;100;80;100;7286;140;-1562;5584
NI;2;2015;P;0;100;1016;100;0;100;201;100;307;100;1;100;507;100;0;100;144;100;132;100;0;100;6;100;6;100;1;100;0;100;1;100;0;100;10;100;1161;0;253;1414
HU;12;2014;P;1432;100;888;100;515;100;41;100;328;100;4;100;0;100;0;100;199;100;66;100;0;100;133;100;0;100;24;100;24;100;0;100;0;100;37;100;2543;0;905;3448
HR;2;2015;P;0;100;284;100;0;100;162;100;62;100;25;100;35;100;0;100;84;100;84;100;0;100;0;100;0;100;723;100;723;100;0;100;0;100;41;100;1091;20;358;1429
DK;2;2015;P;0;100;1497;100;0;100;965;100;522;100;10;100;0;100;0;100;1410;100;1196;100;5;100;209;100;0;100;2;100;2;100;0;100;0;100;-58;100;2909;0;0;2909
IT;12;2014;P;0;100;14663;100;0;100;3443;100;8341;100;1803;100;1076;100;0;100;3388;100;1495;100;870;100;532;100;491;100;3934;100;3737;100;197;100;0;100;359;100;21985;191;3854;25648
UA_W;1;2015;P;0;100;755;100;0;100;0;100;0;100;0;100;755;100;0;100;0;100;0;100;0;100;0;100;0;100;11;100;11;100;0;100;0;100;17;100;766;0;-271;495
UA_W;2;2015;P;0;100;642;100;0;100;0;100;0;100;0;100;642;100;0;100;2;100;1;100;1;100;0;100;0;100;6;100;6;100;0;100;0;100;14;100;650;0;-222;428
IS;1;2015;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;419;100;1;100;0;100;0;100;418;100;1190;100;1190;100;0;100;0;100;35;100;1609;0;0;1609
IS;2;2015;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;377;100;1;100;0;100;0;100;376;100;1105;100;1105;100;0;100;0;100;32;100;1482;0;0;1482
PT;1;2015;P;0;100;1909;100;0;100;1172;100;705;100;10;100;0;100;22;100;1330;100;1061;100;44;100;225;100;0;100;1102;100;1000;100;102;100;0;100;67;100;4341;128;500;4713
PT;2;2015;P;0;100;1477;100;0;100;892;100;554;100;12;100;0;100;19;100;1735;100;1486;100;47;100;202;100;0;100;1378;100;1266;100;112;100;0;100;64;100;4590;143;-215;4232
BG;1;2015;P;1416;100;2242;100;1944;100;126;100;172;100;0;100;0;100;0;100;241;100;165;100;62;100;14;100;0;100;599;100;556;100;43;100;0;100;98;100;4498;65;-978;3455
BG;2;2015;P;1283;100;1757;100;1476;100;138;100;143;100;0;100;0;100;0;100;264;100;175;100;76;100;13;100;0;100;607;100;562;100;45;100;0;100;82;100;3911;66;-777;3068
FI;1;2015;P;2054;100;1913;100;0;100;820;100;724;100;21;100;348;100;0;100;1324;100;180;100;0;100;1144;100;0;100;1121;100;1121;100;0;100;86;100;0;100;6498;0;1939;8437
EE;1;2015;P;0;100;838;100;0;100;0;100;0;100;0;100;0;100;838;100;152;100;88;100;0;100;64;100;0;100;4;100;4;100;0;100;0;100;34;100;994;0;-178;816
CH;1;2015;D;2430;100;168;100;0;100;0;100;0;100;0;100;0;100;168;100;181;100;11;100;0;100;0;100;170;100;3110;100;0;100;3110;100;0;100;44;100;5889;79;429;6239
GB;1;2015;P;6158;100;18939;90;0;100;10462;100;6579;100;4;100;0;100;0;100;4987;100;2992;100;0;100;0;100;0;100;933;87;537;100;275;100;0;100;692;100;31017;357;1583;32243
NL;1;2015;P;384;100;7965;100;0;100;0;100;0;100;0;100;0;100;7965;100;1535;100;891;100;4;100;640;100;0;100;6;100;6;100;0;100;0;100;64;100;9890;0;453;10343
SI;1;2015;P;518;100;346;100;335;100;0;100;1;100;0;100;0;100;10;100;34;100;0;100;7;100;12;100;15;100;339;100;314;100;25;100;18;100;14;100;1255;33;11;1233
SK;1;2015;P;1326;100;458;100;171;100;84;100;177;100;26;100;0;100;0;100;159;100;1;100;11;100;100;100;47;100;467;100;435;100;32;100;9;100;28;100;2419;45;96;2470
SK;2;2015;P;1184;100;451;100;169;100;96;100;160;100;26;100;0;100;0;100;166;100;1;100;30;100;92;100;43;100;351;100;320;100;31;100;5;100;25;100;2157;41;161;2277
LT;1;2015;P;0;100;161;100;0;100;0;100;52;100;0;100;89;100;20;100;128;100;89;100;1;100;38;100;0;100;101;100;43;100;58;100;0;100;23;100;390;85;700;1005
GB;2;2015;P;5473;100;18411;90;0;100;9844;100;6724;100;2;100;0;100;0;100;3382;100;2029;100;0;100;0;100;0;100;709;87;387;100;230;100;0;100;566;100;27975;302;1410;29083
LV;2;2015;D;0;100;143;100;0;100;0;100;87;100;0;100;56;100;0;100;74;100;13;100;0;100;32;100;29;100;178;100;178;100;0;100;0;100;21;100;395;0;221;616
PL;1;2015;P;0;100;11702;99;4221;100;6035;100;422;100;0;100;0;100;907;100;1709;100;1150;100;0;100;505;100;37;100;292;99;220;100;69;100;0;100;140;100;13703;104;-53;13546
CY;1;2015;P;0;100;345;100;0;100;0;100;0;100;345;100;0;100;0;100;23;100;23;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;368;0;0;368
BE;1;2015;D;2803;100;2653;100;0;100;427;100;2114;100;16;100;0;100;96;100;1103;100;626;100;65;100;227;100;185;100;143;100;45;100;98;100;14;100;363;100;6716;129;1470;8057
MK;1;2015;P;0;100;339;100;277;100;0;100;62;100;0;100;0;100;0;100;13;100;13;100;0;100;0;100;0;100;206;100;0;100;206;100;0;100;21;100;558;0;253;811
CZ;3;2015;P;2645;100;4016;100;3130;100;450;100;421;100;3;100;0;100;12;100;624;100;59;100;195;100;159;100;211;100;285;100;175;100;110;100;0;100;89;100;7570;149;-1647;5774
SE;12;2014;P;5862;100;492;100;0;100;87;100;177;100;20;100;208;100;0;100;2768;100;1607;100;0;100;1161;100;0;100;5679;100;5679;100;0;100;0;100;272;100;14801;0;-955;13846
SE;1;2015;P;5507;100;658;100;0;100;91;100;314;100;40;100;213;100;0;100;2795;100;1624;100;0;100;1171;100;0;100;6049;100;6049;100;0;100;0;100;290;100;15009;0;-909;14100
SE;2;2015;P;4958;100;599;100;0;100;94;100;273;100;18;100;0;100;214;100;2642;100;1589;100;0;100;1053;100;0;100;6158;100;6158;100;0;100;0;100;239;100;14357;0;-1747;12610
DK;3;2015;P;0;100;1252;100;0;100;802;100;443;100;7;100;0;100;0;100;1366;100;1101;100;47;100;218;100;0;100;2;100;2;100;0;100;0;100;0;100;2620;0;296;2916
BA;2;2015;P;0;100;609;100;609;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;733;100;733;100;0;100;0;100;36;100;1342;0;-338;1004
BA;3;2015;P;0;100;630;100;630;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;678;100;678;100;0;100;0;100;30;100;1308;0;-259;1049
IE;1;2015;P;0;100;1502;100;215;100;424;100;856;100;1;100;0;100;6;100;806;100;785;100;0;100;0;100;21;100;143;100;116;100;27;100;0;100;0;100;2451;50;97;2498
IE;2;2015;P;0;100;1582;100;205;100;450;100;914;100;8;100;0;100;5;100;502;100;483;100;0;100;0;100;19;100;104;100;77;100;27;100;0;100;0;100;2188;43;134;2279
DE;1;2015;P;8692;100;29980;100;12606;100;9038;100;6646;100;908;100;782;100;0;100;13980;100;9975;100;559;100;3367;100;79;100;2354;100;1587;100;767;100;0;100;715;100;55006;744;-5310;48952
ES;2;2015;P;4721;100;7582;100;187;100;2945;100;3477;100;973;100;0;100;0;100;7009;100;5993;100;685;100;329;100;2;100;3759;100;3378;100;381;100;80;100;309;100;23151;544;-559;22048
NI;3;2015;P;0;100;497;100;0;100;219;100;278;100;0;100;0;100;0;100;194;100;182;100;0;100;6;100;6;100;1;100;0;100;1;100;0;100;12;100;692;0;90;782
LU;11;2014;D;0;100;225;100;0;100;0;100;225;100;0;100;0;100;0;100;13;100;6;100;2;100;5;100;0;100;91;100;9;100;82;100;4;100;2;100;333;111;320;542
LU;12;2014;D;0;100;225;100;0;100;0;100;225;100;0;100;0;100;0;100;16;100;10;100;1;100;5;100;0;100;106;100;12;100;94;100;8;100;2;100;355;129;299;525
LU;1;2015;P;0;100;209;100;0;100;0;100;209;100;0;100;0;100;0;100;18;100;12;100;1;100;5;100;0;100;133;100;13;100;120;100;9;100;2;100;369;163;368;574
LU;2;2015;P;0;100;213;100;0;100;0;100;213;100;0;100;0;100;0;100;15;100;8;100;3;100;4;100;0;100;123;100;13;100;110;100;6;100;2;100;357;146;327;538
EE;2;2015;P;0;100;812;100;0;100;0;100;0;100;0;100;0;100;812;100;131;100;69;100;0;100;62;100;0;100;4;100;4;100;0;100;0;100;31;100;947;0;-228;719
HR;3;2015;P;0;100;295;100;0;100;195;100;75;100;0;100;25;100;0;100;89;100;89;100;0;100;0;100;0;100;749;100;749;100;0;100;0;100;42;100;1133;29;357;1461
RO;2;2015;P;871;100;1831;100;1069;100;201;100;105;100;0;100;456;100;0;100;872;100;721;100;103;100;48;100;0;100;1525;100;1525;100;0;100;0;100;80;100;5099;9;-492;4598
CH;2;2015;D;2235;100;172;100;0;100;0;100;0;100;0;100;0;100;172;100;187;100;11;100;0;100;0;100;176;100;2884;100;0;100;2884;100;0;100;96;100;5478;70;434;5842
RO;1;2015;P;966;100;2290;100;1342;100;211;100;238;100;0;100;499;100;0;100;887;100;769;100;69;100;49;100;0;100;1569;100;1569;100;0;100;0;100;100;100;5712;13;-676;5023
SI;2;2015;P;468;100;294;100;284;100;0;100;1;100;0;100;0;100;9;100;36;100;1;100;10;100;11;100;14;100;257;100;238;100;19;100;16;100;12;100;1071;28;87;1130
HU;1;2015;P;1434;100;905;100;530;100;38;100;333;100;4;100;0;100;0;100;253;100;87;100;0;100;137;100;29;100;20;100;20;100;0;100;0;100;41;100;2612;0;1017;3629
LT;2;2015;P;0;100;146;100;0;100;0;100;51;100;0;100;79;100;16;100;98;100;60;100;3;100;35;100;0;100;88;100;39;100;49;100;0;100;18;100;332;68;627;891
BE;2;2015;D;2431;100;2456;100;0;100;372;100;1984;100;11;100;0;100;89;100;955;100;415;100;131;100;240;100;169;100;133;100;44;100;89;100;10;100;330;100;5985;122;1449;7312
FI;2;2015;P;1440;100;1675;100;0;100;704;100;621;100;19;100;331;100;0;100;1260;100;216;100;0;100;1044;100;0;100;1190;100;1190;100;0;100;76;100;0;100;5641;0;1695;7336
AT;1;2015;P;0;100;1613;100;0;100;399;100;905;100;95;100;0;100;214;100;663;100;425;100;;100;;100;238;100;3071;100;2682;100;389;100;654;100;60;100;6001;555;1052;6498
AT;2;2015;P;0;100;1620;100;0;100;512;100;726;100;191;100;0;100;191;100;619;100;381;100;;100;;100;238;100;2225;100;1954;100;271;100;469;100;51;100;4933;387;1438;5984
AT;3;2015;P;0;100;1506;100;0;100;456;100;769;100;60;100;0;100;221;100;657;100;419;100;;100;;100;238;100;2527;100;2201;100;326;100;578;100;50;100;5268;466;1401;6203
UA_W;3;2015;P;0;100;778;100;0;100;0;100;0;100;0;100;778;100;0;100;2;100;0;100;2;100;0;100;0;100;11;100;11;100;0;100;0;100;16;100;791;0;-387;404
PL;2;2015;P;0;100;11009;99;3992;100;5669;100;416;100;0;100;0;100;822;100;1316;100;671;100;1;100;597;100;34;100;229;99;193;100;34;100;0;100;117;100;12554;53;-174;12327
FR;1;2015;P;43793;100;4993;100;0;100;1616;100;3039;100;338;100;0;100;0;100;3279;100;2298;100;252;100;729;100;0;100;6168;100;5717;100;451;100;0;100;953;100;58233;644;-5114;52475
FR;2;2015;P;37483;100;5267;100;;100;1694;100;3277;100;296;100;0;100;0;100;2944;100;1910;100;359;100;675;100;0;100;6337;100;6015;100;322;100;0;100;809;100;52031;461;-2991;48579
FR;3;2015;P;36915;100;3983;100;0;100;1109;100;2610;100;264;100;0;100;0;100;3274;100;2005;100;537;100;732;100;0;100;6463;100;6033;100;430;100;0;100;756;100;50635;615;-4313;45707
ME;1;2015;P;0;100;140;100;140;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;203;100;0;100;203;100;0;100;13;100;343;0;-5;338
ME;2;2015;P;0;100;130;100;130;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;201;100;0;100;201;100;0;100;12;100;331;0;-30;301
ME;3;2015;P;0;100;140;100;140;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;172;100;0;100;172;100;0;100;11;100;312;0;-9;303
GR;1;2015;P;0;100;2598;100;1890;100;0;100;708;100;0;100;0;100;0;100;693;100;356;100;199;100;19;100;119;100;406;100;69;100;337;100;0;100;123;100;3697;16;1148;4829
GR;2;2015;P;0;100;1746;100;1296;100;0;100;450;100;0;100;0;100;0;100;678;100;369;100;184;100;17;100;108;100;991;100;77;100;914;100;0;100;120;100;3415;6;890;4299
CY;2;2015;P;0;100;339;100;0;100;0;100;0;100;339;100;0;100;0;100;25;100;25;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;364;0;0;364
CY;3;2015;P;0;100;314;100;0;100;0;100;0;100;314;100;0;100;0;100;24;100;24;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;338;0;0;338
IS;3;2015;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;418;100;1;100;0;100;0;100;417;100;1191;100;1191;100;0;100;0;100;33;100;1609;0;0;1609
PT;3;2015;P;0;100;1561;100;0;100;1084;100;444;100;12;100;0;100;21;100;1462;100;1172;100;67;100;223;100;0;100;1269;100;1167;100;102;100;0;100;65;100;4292;128;3;4167
PT;4;2015;P;0;100;1671;100;0;100;974;100;670;100;9;100;0;100;18;100;1025;100;758;100;66;100;201;100;0;100;860;100;790;100;70;100;0;100;56;100;3556;87;258;3727
HU;2;2015;P;1294;100;820;100;486;100;39;100;292;100;3;100;0;100;0;100;211;100;65;100;1;100;117;100;28;100;22;100;22;100;0;100;0;100;35;100;2347;0;969;3316
RS;1;2015;P;0;100;2578;100;2553;100;0;100;25;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;1189;100;1151;100;38;100;0;100;106;100;3767;59;348;4056
DE;2;2015;P;7926;100;31317;100;12228;100;10793;100;6625;100;847;100;824;100;0;100;10380;100;5840;100;1370;100;3107;100;63;100;1789;100;1209;100;580;100;0;100;685;100;51412;628;-5176;45608
LU;3;2015;P;0;100;180;100;0;100;0;100;180;100;0;100;0;100;0;100;23;100;9;100;9;100;5;100;0;100;141;100;12;100;129;100;6;100;2;100;350;164;393;579
MK;2;2015;P;0;100;287;100;265;100;0;100;22;100;0;100;0;100;0;100;10;100;10;100;0;100;0;100;0;100;183;100;0;100;183;100;0;100;18;100;480;0;203;683
MK;3;2015;P;0;100;318;100;318;100;0;100;0;100;0;100;0;100;0;100;10;100;10;100;0;100;0;100;0;100;188;100;0;100;188;100;0;100;20;100;516;0;215;731
IT;1;2015;P;0;100;13870;100;0;100;3286;100;7830;100;356;100;2398;100;0;100;5088;100;1907;100;1070;100;1610;100;501;100;3235;100;3143;100;92;100;0;100;370;100;22193;166;4759;26786
IT;2;2015;P;0;100;12755;100;0;100;3022;100;7200;100;328;100;2205;100;0;100;4613;100;1497;100;1185;100;1481;100;450;100;3244;100;3152;100;92;100;0;100;344;100;20612;101;4437;24948
IT;3;2015;P;0;100;13582;100;0;100;3218;100;7667;100;349;100;2348;100;0;100;5867;100;1857;100;1940;100;1577;100;493;100;3224;100;3132;100;92;100;0;100;370;100;22673;183;4303;26793
GB;3;2015;P;5278;100;18522;89;0;100;10049;100;6436;100;0;100;0;100;0;100;5440;100;2339;100;0;100;0;100;0;100;786;86;437;100;239;100;0;100;574;100;30026;311;1665;31380
LU;4;2015;P;0;100;38;100;0;100;0;100;38;100;0;100;0;100;0;100;19;100;6;100;9;100;4;100;0;100;137;100;10;100;127;100;7;100;2;100;201;171;486;516
CZ;4;2015;P;2165;100;3589;100;2846;100;376;100;354;100;3;100;0;100;10;100;690;100;51;100;271;100;166;100;202;100;361;100;258;100;103;100;0;100;69;100;6805;134;-1471;5200
CH;3;2015;D;2299;100;174;100;0;100;0;100;0;100;0;100;0;100;174;100;189;100;11;100;0;100;0;100;178;100;2500;100;0;100;2500;100;0;100;88;100;5162;122;677;5717
HR;4;2015;P;0;100;285;100;0;100;193;100;73;100;16;100;3;100;0;100;77;100;77;100;0;100;0;100;0;100;564;100;564;100;0;100;0;100;37;100;926;19;407;1314
GB;4;2015;P;5259;100;15352;89;0;100;7663;100;6000;100;0;100;0;100;0;100;3328;100;1431;100;0;100;0;100;0;100;617;86;322;100;209;100;0;100;254;100;24556;277;1818;26097
RS;2;2015;P;0;100;2355;100;2345;100;0;100;10;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;1120;100;1059;100;61;100;0;100;94;100;3475;56;184;3603
RS;3;2015;P;0;100;2474;100;2474;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;1331;100;1247;100;84;100;0;100;102;100;3805;70;13;3748
RS;4;2015;P;0;100;2186;100;2186;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;1348;100;1304;100;44;100;0;100;96;100;3534;149;-231;3154
RO;3;2015;P;925;100;1796;100;1017;100;196;100;161;100;0;100;422;100;0;100;895;100;704;100;148;100;43;100;0;100;1755;100;1755;100;0;100;0;100;93;100;5371;11;-569;4791
ES;3;2015;P;5206;100;7352;100;116;100;2669;100;3524;100;1043;100;0;100;0;100;6423;100;4908;100;1130;100;382;100;3;100;4078;100;3743;100;335;100;96;100;279;100;23155;479;-397;22279
NI;4;2015;P;0;100;511;100;0;100;92;100;419;100;0;100;0;100;0;100;104;100;91;100;0;100;7;100;6;100;1;100;1;100;0;100;0;100;10;100;616;0;81;697
BG;3;2015;P;1430;100;1589;100;1336;100;97;100;156;100;0;100;0;100;0;100;259;100;148;100;96;100;15;100;0;100;793;100;729;100;64;100;0;100;93;100;4071;91;-869;3111
BG;4;2015;P;909;100;1682;100;1505;100;70;100;107;100;0;100;0;100;0;100;309;100;153;100;144;100;12;100;0;100;682;100;657;100;25;100;0;100;74;100;3582;41;-902;2639
EE;3;2015;P;0;100;595;100;0;100;0;100;0;100;0;100;0;100;595;100;143;100;75;100;0;100;68;100;0;100;4;100;4;100;0;100;0;100;27;100;742;0;1;743
BE;3;2015;D;2307;100;2112;100;0;100;329;100;1679;100;8;100;0;100;96;100;1168;100;485;100;234;100;287;100;162;100;133;100;40;100;93;100;16;100;345;100;5736;121;2038;7653
SI;3;2015;P;517;100;318;100;309;100;0;100;0;100;0;100;0;100;9;100;52;100;1;100;22;100;13;100;16;100;286;100;264;100;22;100;17;100;12;100;1190;28;16;1178
FI;3;2015;P;2048;100;1552;100;0;100;588;100;641;100;18;100;305;100;0;100;1290;100;218;100;0;100;1072;100;0;100;1249;100;1249;100;0;100;74;100;0;100;6213;0;1432;7645
LT;3;2015;P;0;100;161;100;0;100;0;100;54;100;0;100;86;100;21;100;113;100;68;100;6;100;39;100;0;100;90;100;46;100;44;100;0;100;17;100;364;63;619;920
NL;2;2015;P;347;100;7312;100;0;100;0;100;0;100;0;100;0;100;7312;100;1219;100;859;100;6;100;354;100;0;100;44;100;44;100;0;100;0;100;59;100;8922;0;261;9183
NL;3;2015;P;383;100;7830;100;0;100;0;100;0;100;0;100;0;100;7830;100;785;100;491;100;4;100;290;100;0;100;12;100;12;100;0;100;0;100;58;100;9010;0;578;9588
SK;3;2015;P;1206;100;437;100;170;100;89;100;152;100;26;100;0;100;0;100;198;100;0;100;50;100;99;100;49;100;453;100;421;100;32;100;5;100;25;100;2299;44;138;2393
UA_W;4;2015;P;0;100;562;100;0;100;0;100;0;100;0;100;562;100;0;100;3;100;0;100;3;100;0;100;0;100;12;100;12;100;0;100;0;100;12;100;577;0;-258;319
LV;3;2015;P;0;100;142;100;0;100;0;100;81;100;0;100;61;100;0;100;78;100;14;100;0;100;32;100;32;100;390;100;390;100;0;100;0;100;18;100;610;0;25;635
DE;3;2015;P;7645;100;30078;100;12873;100;10274;100;5301;100;703;100;927;100;0;100;12729;100;6502;100;2859;100;3311;100;57;100;2103;100;1436;100;667;100;0;100;722;100;52555;703;-5673;46179
LV;4;2015;P;0;100;106;100;0;100;0;100;51;100;0;100;55;100;0;100;69;100;12;100;0;100;27;100;30;100;402;100;402;100;0;100;0;100;25;100;577;0;12;589
IE;3;2015;P;0;100;1611;100;242;100;429;100;931;100;3;100;0;100;6;100;616;100;594;100;0;100;0;100;22;100;119;100;94;100;25;100;0;100;0;100;2346;46;97;2397
IE;4;2015;P;0;100;1620;100;158;100;525;100;928;100;3;100;0;100;6;100;397;100;377;100;0;100;0;100;20;100;77;100;58;100;19;100;0;100;0;100;2094;40;100;2154
HU;3;2015;P;1416;100;741;100;475;100;42;100;219;100;5;100;0;100;0;100;267;100;77;100;1;100;145;100;44;100;23;100;23;100;0;100;0;100;36;100;2447;0;1060;3507
PL;3;2015;P;0;100;11313;99;4315;100;5580;100;458;100;0;100;0;100;847;100;1620;100;892;100;2;100;673;100;37;100;274;99;225;100;46;100;0;100;114;100;13207;65;-26;13116
SI;4;2015;P;165;100;325;100;319;100;0;100;0;100;0;100;0;100;6;100;49;100;0;100;29;100;12;100;8;100;274;100;253;100;21;100;14;100;12;100;827;29;269;1067
HR;5;2015;P;0;100;186;100;0;100;158;100;28;100;0;100;0;100;0;100;62;100;62;100;0;100;0;100;0;100;540;100;540;100;0;100;0;100;36;100;788;14;518;1292
PL;4;2015;P;0;100;10101;99;3663;100;5134;100;444;100;0;100;0;100;759;100;1567;100;929;100;3;100;580;100;39;100;276;99;236;100;37;100;0;100;86;100;11944;63;179;12060
MK;4;2015;P;0;100;264;100;264;100;0;100;0;100;0;100;0;100;0;100;12;100;12;100;0;100;0;100;0;100;199;100;0;100;199;100;0;100;17;100;475;0;126;601
MK;5;2015;P;0;100;217;100;217;100;0;100;0;100;0;100;0;100;0;100;8;100;8;100;0;100;0;100;0;100;119;100;0;100;119;100;0;100;17;100;344;0;165;509
CZ;5;2015;P;2127;100;2906;100;2275;100;270;100;345;100;2;100;0;100;14;100;661;100;36;100;263;100;154;100;208;100;262;100;163;100;99;100;0;100;48;100;5956;130;-854;4972
ES;4;2015;P;4690;100;7581;100;236;100;2810;100;3538;100;997;100;0;100;0;100;5382;100;3934;100;1149;100;297;100;2;100;2793;100;2509;100;284;100;93;100;230;100;20539;406;-296;19837
NI;5;2015;P;0;100;467;100;0;100;97;100;369;100;1;100;0;100;0;100;183;100;170;100;0;100;7;100;6;100;1;100;1;100;0;100;0;100;9;100;651;0;60;711
FR;4;2015;P;31187;100;1738;100;0;100;548;100;968;100;222;100;0;100;0;100;2779;100;1452;100;783;100;544;100;0;100;5752;100;5383;100;369;100;0;100;638;100;41456;528;-4081;36847
FR;5;2015;P;30330;100;743;100;0;100;30;100;500;100;213;100;0;100;0;100;3023;100;1580;100;844;100;599;100;0;100;6471;100;5957;100;514;100;0;100;572;100;40567;734;-5960;33873
HU;4;2015;P;1046;100;475;100;278;100;53;100;140;100;4;100;0;100;0;100;248;100;89;100;1;100;124;100;34;100;26;100;26;100;0;100;0;100;30;100;1795;0;1423;3218
GR;3;2015;P;0;100;1834;100;1491;100;0;100;343;100;0;100;0;100;0;100;700;100;321;100;240;100;19;100;120;100;779;100;102;100;677;100;0;100;124;100;3313;8;1199;4504
