Country;month;year;status;net_gen_nuclear;net_gen_nuclear_rep;prod_fossil_fuels;prod_fossil_fuels_rep;-> of which lignite;lignite_rep;-> of which hard coal;hard_coal_rep;-> of which gas;gas_rep;-> of which oil;fuel_oil_rep;-> of which mixed fuels;mixed_fuel_rep;-> of_which_other_fossil_fuels;other_fossil_fuels_rep;net_gen_renewable;net_gen_renewable_rep;-> of which wind;wind_rep;-> of which solar;solar_rep;-> of which biomass;biomass_rep;-> of_which_other_renewable;other_renewable_rep;net_gen_hydro;net_gen_hydro_rep;-> of_which_renew;renew_rep;-> of_which_other_hydro;other_hydro_rep;net_gen_not_clearly;net_gen_not_clearly_rep;losses_trans;losses_trans_repr;Sum;pump;exg_saldo;consumption
GR;11;2015;P;0;100;2323;100;1656;100;0;100;667;100;0;100;0;100;0;100;736;100;356;100;253;100;19;100;108;100;331;100;43;100;288;100;0;100;114;100;3390;4;509;3895
GR;12;2015;P;0;100;3007;100;1731;100;0;100;1276;100;0;100;0;100;0;100;683;100;313;100;233;100;20;100;117;100;337;100;52;100;285;100;0;100;106;100;4027;1;584;4610
CH;12;2015;P;1985;100;223;100;0;100;0;100;0;100;0;100;0;100;223;100;198;100;11;100;0;100;0;100;187;100;2450;100;0;100;2450;100;0;100;114;100;4856;192;1132;5796
BG;12;2015;P;1420;100;2180;100;1925;100;54;100;201;100;0;100;0;100;0;100;199;100;107;100;74;100;18;100;0;100;349;100;270;100;79;100;0;100;85;100;4148;122;-855;3171
SK;12;2015;P;1321;100;457;100;149;100;106;100;165;100;37;100;0;100;0;100;151;100;1;100;8;100;94;100;48;100;293;100;272;100;21;100;5;100;32;100;2227;28;206;2405
BE;12;2015;D;2548;100;2278;100;0;100;369;100;1811;100;9;100;0;100;89;100;1320;100;816;100;66;100;261;100;177;100;144;100;43;100;101;100;14;100;329;100;6304;136;1116;7284
LT;12;2015;P;0;100;176;100;0;100;0;100;51;100;0;100;102;100;23;100;184;100;143;100;1;100;40;100;0;100;101;100;35;100;66;100;0;100;23;100;461;97;631;995
FI;12;2015;P;2059;100;1431;100;0;100;646;100;474;100;18;100;293;100;0;100;1360;100;335;100;0;100;1025;100;0;100;1455;100;1455;100;0;100;74;100;0;100;6379;0;1351;7730
CH;1;2016;D;1800;100;220;100;0;100;0;100;0;100;0;100;0;100;220;100;196;100;11;100;0;100;0;100;185;100;2825;100;0;100;2825;100;0;100;113;100;5041;101;530;5470
NO;12;2015;P;0;100;316;100;0;100;0;100;316;100;0;100;0;100;0;100;294;100;294;100;0;100;0;100;0;100;13336;100;13336;100;0;100;0;100;1112;100;13946;144;-930;12872
CY;12;2015;P;0;100;332;100;0;100;0;100;0;100;332;100;0;100;0;100;26;100;26;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;358;0;0;358
AT;12;2015;P;0;100;1880;100;0;100;333;100;1169;100;104;100;0;100;274;100;450;100;212;100;;100;;100;238;100;2067;100;1683;100;384;100;478;100;59;100;4875;549;1908;6234
PL;12;2015;P;0;100;11193;99;3815;100;5848;100;477;100;0;100;0;100;941;100;2295;100;1711;100;4;100;514;100;43;100;237;99;137;100;98;100;0;100;149;100;13725;137;-334;13254
IT;12;2015;P;0;100;15729;100;0;100;3726;100;8879;100;404;100;2720;100;0;100;3912;100;676;100;900;100;1826;100;510;100;2033;100;1975;100;58;100;0;100;356;100;21674;174;4318;25818
LV;1;2016;P;0;100;491;100;0;100;0;100;425;100;0;100;66;100;0;100;82;100;11;100;0;100;40;100;31;100;76;100;76;100;0;100;0;100;25;100;649;0;86;735
UA_W;12;2015;P;0;100;746;100;0;100;0;100;0;100;0;100;746;100;0;100;3;100;3;100;0;100;0;100;0;100;14;100;14;100;0;100;0;100;17;100;763;0;-322;441
UA_W;1;2016;P;0;100;729;100;0;100;0;100;0;100;0;100;729;100;0;100;2;100;2;100;0;100;0;100;0;100;14;100;14;100;0;100;0;100;19;100;745;0;-264;481
DE;12;2015;P;7666;100;27012;100;11388;100;8021;100;6298;100;331;100;974;100;0;100;16016;100;11495;100;829;100;3546;100;146;100;1751;100;1102;100;649;100;0;100;897;100;52445;727;-6429;45289
HU;1;2016;P;1411;100;1083;100;494;100;3;100;578;100;8;100;0;100;0;100;208;100;45;100;1;100;131;100;31;100;16;100;16;100;0;100;0;100;36;100;2718;0;985;3703
SE;10;2015;P;5048;100;243;100;0;100;36;100;8;100;11;100;188;100;0;100;2018;100;1256;100;0;100;762;100;0;100;6815;100;6815;100;0;100;0;100;322;100;14124;0;-2546;11578
SE;11;2015;P;4468;100;384;100;0;100;64;100;120;100;10;100;190;100;0;100;2459;100;1572;100;0;100;887;100;0;100;6237;100;6237;100;0;100;0;100;321;100;13548;0;-1306;12242
SE;12;2015;P;5076;100;491;100;0;100;65;100;229;100;10;100;187;100;0;100;3288;100;2340;100;0;100;948;100;0;100;5605;100;5605;100;0;100;0;100;278;100;14460;0;-1330;13130
SE;1;2016;P;6036;100;743;100;0;100;72;100;404;100;85;100;182;100;0;100;2515;100;1440;100;0;100;1075;100;0;100;7133;100;7133;100;0;100;0;100;355;100;16427;0;-816;15611
GB;12;2015;P;6132;100;14737;89;0;100;6049;100;7066;100;1;100;0;100;0;100;7498;100;3224;100;0;100;0;100;0;100;1031;86;638;100;249;100;0;100;564;100;29398;302;1672;30768
LU;1;2016;P;0;100;32;100;0;100;0;100;32;100;0;100;0;100;0;100;19;100;12;100;2;100;5;100;0;100;139;100;15;100;124;100;8;100;2;100;198;166;544;576
ES;1;2016;P;4616;100;7635;100;196;100;2501;100;3854;100;1084;100;0;100;0;100;6426;100;5624;100;422;100;377;100;3;100;3895;100;3336;100;559;100;96;100;362;100;22668;799;848;22717
NI;1;2016;P;0;100;583;100;0;100;195;100;386;100;2;100;0;100;0;100;232;100;213;100;0;100;13;100;6;100;1;100;1;100;0;100;0;100;12;100;816;0;12;828
ES;2;2016;P;3962;100;6091;100;53;100;1823;100;3219;100;996;100;0;100;0;100;7056;100;6132;100;651;100;270;100;3;100;4492;100;3981;100;511;100;122;100;349;100;21723;731;956;21948
MK;1;2016;P;0;100;439;100;356;100;0;100;83;100;0;100;0;100;0;100;12;100;12;100;0;100;0;100;0;100;116;100;0;100;116;100;0;100;18;100;567;0;0;567
MK;2;2016;P;0;100;314;100;307;100;0;100;7;100;0;100;0;100;0;100;6;100;6;100;0;100;0;100;0;100;66;100;0;100;66;100;0;100;17;100;386;0;0;386
MK;3;2016;P;0;100;249;100;249;100;0;100;0;100;0;100;0;100;0;100;8;100;8;100;0;100;0;100;0;100;150;100;0;100;150;100;0;100;18;100;407;0;0;407
HU;2;2016;P;1338;100;850;100;449;100;4;100;394;100;3;100;0;100;0;100;231;100;79;100;1;100;119;100;32;100;9;100;9;100;0;100;0;100;32;100;2428;0;961;3389
IS;1;2016;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;415;100;1;100;0;100;0;100;414;100;1179;100;1179;100;0;100;0;100;32;100;1594;0;0;1594
IS;2;2016;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;395;100;1;100;0;100;0;100;394;100;1096;100;1096;100;0;100;0;100;30;100;1491;0;0;1491
IS;3;2016;P;0;100;0;100;0;100;0;100;0;100;0;100;0;100;0;100;424;100;1;100;0;100;0;100;423;100;1142;100;1142;100;0;100;0;100;30;100;1566;0;0;1566
HU;3;2016;P;1428;100;742;100;463;100;8;100;268;100;3;100;0;100;0;100;245;100;69;100;3;100;131;100;42;100;17;100;17;100;0;100;0;100;35;100;2432;0;1024;3456
LV;2;2016;P;0;100;129;100;0;100;0;100;68;100;0;100;61;100;0;100;76;100;12;100;0;100;35;100;29;100;239;100;239;100;0;100;0;100;20;100;444;0;183;627
LV;3;2016;P;0;100;195;100;0;100;0;100;130;100;0;100;65;100;0;100;74;100;5;100;0;100;37;100;32;100;308;100;308;100;0;100;0;100;20;100;577;0;66;643
CH;2;2016;D;2056;100;194;100;0;100;0;100;0;100;0;100;0;100;194;100;258;100;11;100;0;100;0;100;247;100;2401;100;0;100;2401;100;0;100;115;100;4909;124;929;5714
LU;2;2016;P;0;100;30;100;0;100;0;100;30;100;0;100;0;100;0;100;23;100;14;100;4;100;5;100;0;100;138;100;14;100;124;100;7;100;2;100;198;170;523;551
LU;3;2016;P;0;100;30;100;0;100;0;100;30;100;0;100;0;100;0;100;21;100;9;100;7;100;5;100;0;100;139;100;12;100;127;100;8;100;2;100;198;172;551;577
SE;2;2016;P;5517;100;499;100;0;100;73;100;222;100;17;100;187;100;0;100;2411;100;1423;100;0;100;988;100;0;100;6578;100;6578;100;0;100;0;100;0;100;15005;0;-1565;13440
SE;3;2016;P;6022;100;477;100;0;100;69;100;187;100;17;100;204;100;0;100;2025;100;1030;100;0;100;995;100;0;100;6263;100;6263;100;0;100;0;100;0;100;14787;0;-1448;13339
CH;3;2016;D;2195;100;201;100;0;100;0;100;0;100;0;100;0;100;201;100;267;100;11;100;0;100;0;100;256;100;2356;100;0;100;2356;100;0;100;114;100;5019;166;932;5785
NI;2;2016;P;0;100;554;100;0;100;191;100;362;100;1;100;0;100;0;100;225;100;203;100;0;100;17;100;5;100;1;100;1;100;0;100;0;100;12;100;780;0;22;802
UA_W;2;2016;P;0;100;639;100;0;100;0;100;0;100;0;100;639;100;0;100;3;100;2;100;1;100;0;100;0;100;16;100;16;100;0;100;0;100;15;100;658;0;-263;395
UA_W;3;2016;P;0;100;701;100;0;100;0;100;0;100;0;100;701;100;0;100;3;100;1;100;2;100;0;100;0;100;17;100;17;100;0;100;0;100;14;100;721;0;-321;400
HU;4;2016;P;1362;100;497;100;266;100;18;100;212;100;1;100;0;100;0;100;225;100;77;100;4;100;107;100;37;100;29;100;29;100;0;100;0;100;30;100;2113;0;1102;3215
LU;4;2016;P;0;100;24;100;0;100;0;100;24;100;0;100;0;100;0;100;23;100;7;100;11;100;5;100;0;100;141;100;12;100;129;100;9;100;2;100;197;177;524;544
LU;5;2016;P;0;100;19;100;0;100;0;100;19;100;0;100;0;100;0;100;25;100;6;100;14;100;5;100;0;100;160;100;10;100;150;100;8;100;2;100;212;204;528;536
LV;4;2016;P;0;100;141;100;0;100;0;100;88;100;0;100;53;100;0;100;69;100;10;100;0;100;28;100;31;100;383;100;383;100;0;100;0;100;20;100;593;0;-15;578
CH;4;2016;P;2115;100;182;100;0;100;0;100;0;100;0;100;0;100;182;100;242;100;11;100;0;100;0;100;231;100;2929;100;0;100;2929;100;0;100;73;100;5468;195;-212;5061
HU;5;2016;P;1283;100;672;100;372;100;20;100;278;100;2;100;0;100;0;100;223;100;55;100;4;100;115;100;49;100;29;100;29;100;0;100;0;100;28;100;2207;0;1058;3265
